Overheid,Regeling,Ontvanger,Beleid,Realisatie,Jaar
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Podium Apart B.V.,4,2227,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Podotherapie Groningen B.V.,4,67,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,POLDER RESIDENCE,4,10291,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Polderman,4,1522,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PONY RECREATIE HET LAMOEN,4,2446,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Posman Huisarts B.V.,4,304,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Patienten- en gehandicaptenorganisaties,PRADER-WILLI ANGELMAN,4,35000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk 'Jij en Ik' B.V.,4,1603,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Beenakker & Van Soerland,4,692,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk de Voogd,4,692,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Elens,4,709,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,praktijk hoofdweg 366,4,692,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Komproe,4,337,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk M.P.J. Beeres,4,428,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Nieuw Rapenburg,4,321,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Nieuwlandersingel,4,827,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Nijkamp,4,725,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Parels,4,101,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Rosarium,4,793,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk voor Huid- en oedeemtherap,4,422,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,Praktijk voor leer en gedragsadviezen,4,43714,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PRAKTIJK VOOR PRAKTISCHE,4,1923,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk voor Verloskunde Harlingen,4,456,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk voor verloskunde Skarsterl,4,371,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Whereplantsoen,4,776,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijk Zonnehoek B.V.,4,489,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Praktijkcentrum de Greev,4,1080,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PRE-ZORG GROEP B.V.,4,3320,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Precare Trial & Recruitment,4,725,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Preventvaccins,4,590,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Patienten- en gehandicaptenorganisaties,PRIKKELBARE DARM SYNDROOM,4,35000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROFESSIONALS HOLDING BV,4,3104,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROGERIA THUISZORG BV,4,14155,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROT CHR STG V OUDERENZRG WOON,4,15032,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROT INTERKERKELIJKE ST HUIS,4,22493,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROTESTANT CHRISTELIJKE,4,128925,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROTESTANTS CHR STG,4,17809,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Protestants Christelijke Stichting,4,23687,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROTESTANTS CHRISTELIJKE WOONZORG,4,67695,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROTESTANTS INTERKERKELIJKE,4,37976,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROTESTANTS INTERKERKELIJKE STG,4,53294,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PROZORG BV,4,8889,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Patienten- en gehandicaptenorganisaties,PSORIASIS VERENIGING NEDERLAND,4,35000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Psychiatrie Rivierenland,4,1563,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,PUBLIC HEALTH FEDERATIE,1,50344,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Puur Smaeck B.V.,4,354,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PVB ADVIESGROEP BV,4,1921,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,PVG Bemiddelingsburo voor Kraamzorg,4,7143,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Patienten- en gehandicaptenorganisaties,Q-UESTION STG VOOR MENSEN MET Q-KOORTS,4,34000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,QUINTES THUISZORG BV,4,2085,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,R K ZORGCENTRUM ROOMBURGH,4,28806,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,R.G. Ifle,4,287,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,R.H. Broekema,4,804,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RADBOUD UNIVERSITAIR MEDISCH CENTRU,1,64862,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RADBOUD UNIVERSITAIR MEDISCH CENTRU,2,14740.58,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RADBOUD UNIVERSITAIR MEDISCH CENTRU,2,1045595,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RADBOUD UNIVERSITAIR MEDISCH CENTRU,2,47862.7,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kwaliteitsimpuls Personeel Ziekenhuiszorg,RADBOUD UNIVERSITAIR MEDISCH CENTRU,4,6316013,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RADBOUD UNIVERSITAIR MEDISCH CENTRU,4,246441,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RADBOUD UNIVERSITAIR MEDISCH CENTRUM,3,90138,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RADBOUD UNIVERSITAIR MEDISCH CENTRUM,4,1196000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kwaliteitsimpuls Personeel Ziekenhuiszorg,"Radiotherapiegroep, Locatie Arnhem,",4,267099,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,Raet BV,1,48298,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,Raet BV,3,380,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,Raet BV,5,530,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RAET BV BPO SERVICES,7,47129,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RAPHAELSTG,4,207985,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Rauws Huisarts,4,709,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RAV BRABANT MIDDEN WEST NOORD,4,3712,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Ready for Change B.V.,4,838,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,REDDINGSBRIGADES NEDERLAND,6,135805,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,REGIO COLLEGE,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,Regionaal Opleidingen Centrum Albeda College,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,Regionaal Opleidingen Centrum Albeda College,4,207250,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,REGIONALE STG ZORGCENTRA,4,267552,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RegioZorgWest B.V.,4,923,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kwaliteitsimpuls Personeel Ziekenhuiszorg,REINIER DE GRAAF GROEP,4,2197469,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,REINIER DE GRAAF GROEP,4,139612,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Residentiele en Ambulante Service e,4,46851,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RESPECT,4,2801,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Revita Maatwerk B.V.,4,6308,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Ri-START,4,1485,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RIBW ARNHEM EN VELUWE VALLEI,4,61183,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RIBW KENNEMERLAND/AMSTELLAND,4,28728,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RIJKSDIENST VOOR ONDERNEMEND NEDERL,2,6712016,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RIJN IJSSEL,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,RIJNSTATE STG ZIEKENHUIS,2,163116,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RINETTE ZORG BV,4,32669,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling opleidingen Publieke Gezondheidszorg,RIVAS ZORGGROEP,4,28893,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kwaliteitsimpuls Personeel Ziekenhuiszorg,RIVAS ZORGGROEP,4,875136,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RIVAS ZORGGROEP,4,657744,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling transitie medisch specialistische zorg,RIVIERENLAND ZIEKENHUIS,2,80000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kwaliteitsimpuls Personeel Ziekenhuiszorg,RIVIERENLAND ZIEKENHUIS,4,946643,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RIVIERENLAND ZIEKENHUIS,4,68078,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RK STG ZORGCENTRA MEERLANDEN,4,91765,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,ROBERT COPPES STG,4,14025,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Robert Jansen,4,253,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC ALFA COLLEGE,4,88500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC ARCUS COLLEGE,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC ARCUS COLLEGE,4,62750,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC AVENTUS,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC DE LEYGRAAF,4,5000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC DE LEYGRAAF,4,37750,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC DRENTHE COLLEGE,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC DRENTHE COLLEGE,4,94125,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC FLEVOLAND,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC FLEVOLAND,4,42500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC FRIESE POORT,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC FRIESE POORT,4,113000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC HORIZON COLLEGE,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC HORIZON COLLEGE,4,86750,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC ID COLLEGE,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC ID COLLEGE,4,92250,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC KOP VAN NOORD HOLLAND,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC KOP VAN NOORD HOLLAND,4,20000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC LANDSTEDE,4,119875,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC LEIDEN,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC LEIDEN,4,47625,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC MENSO ALTING,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC MENSO ALTING GEREFORMEERDE SCHOLENGROEP,4,11625,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC MIDDEN NEDERLAND,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC MIDDEN NEDERLAND,4,174125,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC MONDRIAAN,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC MONDRIAAN,4,145250,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC NIJMEGEN,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC NIJMEGEN,4,42000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC NOVA COLLEGE,4,61000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC RIVOR,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC RIVOR,4,13375,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC TER AA,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC TER AA,4,23875,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC Tilburg,4,43750,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC TOP,4,5000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC VAN AMSTERDAM,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC VAN AMSTERDAM,4,114375,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC VAN TWENTE,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC VAN TWENTE,4,140625,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC WEST BRABANT,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC WEST BRABANT,4,75000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,ROC ZUID HOLLAND ZUID,4,2500,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling vaccinatie stageplaatsen zorg,ROC ZUID HOLLAND ZUID DA VINCI COLLEGE,4,56000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling transitie medisch specialistische zorg,RODE KRUIS ZIEKENHUIS BEVERWYK,2,480000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kwaliteitsimpuls Personeel Ziekenhuiszorg,RODE KRUIS ZIEKENHUIS BEVERWYK,4,734908,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RODE KRUIS ZIEKENHUIS BEVERWYK,4,44088,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,ROELOFSEN-MARS & ROELOFSEN,4,844,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Roels/Karstel,4,557,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RONDMEER,4,995,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RONDOMZORG,4,4100,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Roos Begeleiding B.V.,4,4673,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,ROSA SPIER STICHTING,4,5704,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Royal Zorg B.V.,4,2837,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Patienten- en gehandicaptenorganisaties,RSI PATIENTENVERENIGING,4,35000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,RUITER G-FITNESS,4,2733,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Rust na onrust,4,1805,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,S HEEREN LOO,4,1867190,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,"S.J. Gielink, Huisarts",4,860,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,"S.N. Eijking, Huisartsenpraktijk Or",4,692,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,S.O.V.M. HOLDING B.V.,4,877,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,SAEN PROFESSIONALS,4,479,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,SALLAND BEHEERGROEP VOF,4,1130,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,SAM KRAAMCENTRUM,4,3145,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Samenwerkende Huisartsen Nieuw-Amst,4,827,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Samenwerkingsverband Het Eiland,4,1214,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,SAMENZORGBOERDERIJ HENDRIKAHOEVE,4,1614,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Sanitas Huisartsen,4,7751,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Sanitas Thuiszorg,4,25617,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,Sanitas Zorg,4,456,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Patienten- en gehandicaptenorganisaties,SARCOIDOSE BELANGENVERENIGING,4,35000,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling Stageplaatsen Zorg,SASSEN T.H.O.D.N. HERBERGIER DUSSEN,4,7493,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Kaderregeling VWS-subsidies,SCHEIDEGGER,4,507,2015
"Ministerie van Volksgezondheid, Welzijn en Sport",Subsidieregeling opvang kinderen van ouders met een varend/trekkend bestaan,SCHIPPERSINTERNAAT DE MERWEDE,5,2938278,2015
